序号;文件序号;文件名称;名称;位置;合同号;软件版本;修改日期;匹配;大小;类型;创建日期;最后访问日期;文件扩展名;行;文本
536;2;D:\24.工程设计备份\S四川\2012年度\SZ120288-四川绵阳220kV擂鼓变220kV监控系统\00设计软件\后台\121009四川绵阳220kV擂鼓变监控系统设计更改单.xls;121009四川绵阳220kV擂鼓变监控系统设计更改单.xls;D:\24.工程设计备份\S四川\2012年度\SZ120288-四川绵阳220kV擂鼓变220kV监控系统\00设计软件\后台\;SZ120288;;2016/11/28 18:07;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:45;2017/8/28 22:45;XLS;27;原版本号 新版本号 PRS-7000-X标准-S-V1.0-120926
329;1;D:\24.工程设计备份\H黑龙江\2012年度\SZ120294黑龙江大庆110kV龙凤变\00设计软件\后台\121013黑龙江大庆110kV龙凤变监控系统设计更改单.xls;121013黑龙江大庆110kV龙凤变监控系统设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120294黑龙江大庆110kV龙凤变\00设计软件\后台\;SZ120294;;2016/11/28 10:16;1;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:12;2017/8/29 3:12;XLS;26;原版本号 新版本号 PRS-700U-标准X(山西)-S-V3.00-120929
332;1;D:\24.工程设计备份\H黑龙江\2012年度\SZ120294黑龙江大庆110kV龙凤变\121023服务记录\PRS700U后台\龙凤变121023设计更改单.xls;龙凤变121023设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120294黑龙江大庆110kV龙凤变\121023服务记录\PRS700U后台\;SZ120294;;2016/11/28 10:16;2;185 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:13;2017/8/29 3:13;XLS;37;原版本号 PRS-700U-标准X(山西)-S-V3.00-120929 新版本号 PRS-700U-标准X(山西)-S-V3.00-121023
333;1;D:\24.工程设计备份\H黑龙江\2012年度\SZ120294黑龙江大庆110kV龙凤变\121106服务记录\后台\121106黑龙江大庆110kV龙凤变监控系统设计更改单.xls;121106黑龙江大庆110kV龙凤变监控系统设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120294黑龙江大庆110kV龙凤变\121106服务记录\后台\;SZ120294;;2016/11/28 10:16;3;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:14;2017/8/29 3:14;XLS;12;"更改原因 ""背景：该站X86 U8系统，PRS-700U-标准X(山西)-S-V3.00-120929程序，现场反映通讯机配置文件下传到301D后，301D上送调度的遥信通道号与通讯机组态转发表里面不一致，错位。需升级后台程序进行处理。"
334;2;D:\24.工程设计备份\H黑龙江\2012年度\SZ120294黑龙江大庆110kV龙凤变\121106服务记录\后台\121106黑龙江大庆110kV龙凤变监控系统设计更改单.xls;121106黑龙江大庆110kV龙凤变监控系统设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120294黑龙江大庆110kV龙凤变\121106服务记录\后台\;SZ120294;;2016/11/28 10:16;3;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:14;2017/8/29 3:14;XLS;26;原版本号 PRS-700U-SX-S-V3.00-121023 新版本号 PRS-700U-标准X(山西)-S-V3.00-121106
330;1;D:\24.工程设计备份\H黑龙江\2012年度\SZ120296黑龙江鹤岗220kV绥滨变220kV智能变\130510服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120296黑龙江鹤岗220kV绥滨变220kV智能变\130510服务记录\通讯\;SZ120296;;2016/11/28 10:16;2;20 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:28;2017/8/29 3:28;XLS;10;更改装置型号 PRS-791,PRS-700U 更改类别 工程软件 技术定位 软件版本控制
331;2;D:\24.工程设计备份\H黑龙江\2012年度\SZ120296黑龙江鹤岗220kV绥滨变220kV智能变\130510服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120296黑龙江鹤岗220kV绥滨变220kV智能变\130510服务记录\通讯\;SZ120296;;2016/11/28 10:16;2;20 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:28;2017/8/29 3:28;XLS;23;"PRS-791DP-标准（绥滨变P1）-M-V3.51-120809"" 新版本号 ""PRS-7000-标准X-S-V1.0-130503"
336;1;D:\24.工程设计备份\H黑龙江\2012年度\SZ120296黑龙江鹤岗220kV绥滨变220kV智能变\00设计软件\后台\120814黑龙江鹤岗220kV绥滨智能变电站监控系统设计更改单.xls;120814黑龙江鹤岗220kV绥滨智能变电站监控系统设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120296黑龙江鹤岗220kV绥滨变220kV智能变\00设计软件\后台\;SZ120296;;2016/11/28 10:16;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:26;2017/8/29 3:26;XLS;31;"原版本号 新版本号 ""后台：PRS-700U-标准X-S-V3.00-120809"
337;2;D:\24.工程设计备份\H黑龙江\2012年度\SZ120296黑龙江鹤岗220kV绥滨变220kV智能变\00设计软件\后台\120814黑龙江鹤岗220kV绥滨智能变电站监控系统设计更改单.xls;120814黑龙江鹤岗220kV绥滨智能变电站监控系统设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120296黑龙江鹤岗220kV绥滨变220kV智能变\00设计软件\后台\;SZ120296;;2016/11/28 10:16;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:26;2017/8/29 3:26;XLS;32;保护工程师站：PRS-700U-标准X(保护工程师站)-S-V3.00-120803
335;1;D:\24.工程设计备份\H黑龙江\2012年度\SZ120297-黑龙江齐齐哈尔220kV富裕变\130528服务记录\后台\130528黑龙江齐齐哈尔220kV富裕变通讯后台设计更改单.xls;130528黑龙江齐齐哈尔220kV富裕变通讯后台设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120297-黑龙江齐齐哈尔220kV富裕变\130528服务记录\后台\;SZ120297;;2016/11/28 10:16;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:25;2017/8/29 3:25;XLS;26;原版本号 PRS-700U-标准X(黑龙江)-S-V3.0-130403 新版本号 PRS-700U-标准X(黑龙江)-S-V3.0-130422
338;1;D:\24.工程设计备份\H黑龙江\2012年度\SZ120297-黑龙江齐齐哈尔220kV富裕变\00设计软件\后台\120719黑龙江齐齐哈尔220kV富裕变监控系统设计更改单.xls;120719黑龙江齐齐哈尔220kV富裕变监控系统设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120297-黑龙江齐齐哈尔220kV富裕变\00设计软件\后台\;SZ120297;;2016/11/28 10:16;4;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:25;2017/8/29 3:25;XLS;27;后台：PRS-700U-标准X-S-V3.00-120719.zip
339;2;D:\24.工程设计备份\H黑龙江\2012年度\SZ120297-黑龙江齐齐哈尔220kV富裕变\00设计软件\后台\120719黑龙江齐齐哈尔220kV富裕变监控系统设计更改单.xls;120719黑龙江齐齐哈尔220kV富裕变监控系统设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120297-黑龙江齐齐哈尔220kV富裕变\00设计软件\后台\;SZ120297;;2016/11/28 10:16;4;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:25;2017/8/29 3:25;XLS;28;"保信：PRS-700U-标准X(山东枣庄杜庙变保信)-S-V3.00-120528.zip"" 校验码"
340;3;D:\24.工程设计备份\H黑龙江\2012年度\SZ120297-黑龙江齐齐哈尔220kV富裕变\00设计软件\后台\120719黑龙江齐齐哈尔220kV富裕变监控系统设计更改单.xls;120719黑龙江齐齐哈尔220kV富裕变监控系统设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120297-黑龙江齐齐哈尔220kV富裕变\00设计软件\后台\;SZ120297;;2016/11/28 10:16;4;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:25;2017/8/29 3:25;XLS;32;"原版本号 新版本号 ""后台：PRS-700U-标准X-S-V3.00-120719"
341;4;D:\24.工程设计备份\H黑龙江\2012年度\SZ120297-黑龙江齐齐哈尔220kV富裕变\00设计软件\后台\120719黑龙江齐齐哈尔220kV富裕变监控系统设计更改单.xls;120719黑龙江齐齐哈尔220kV富裕变监控系统设计更改单.xls;D:\24.工程设计备份\H黑龙江\2012年度\SZ120297-黑龙江齐齐哈尔220kV富裕变\00设计软件\后台\;SZ120297;;2016/11/28 10:16;4;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:25;2017/8/29 3:25;XLS;33;"保信：PRS-700U-标准X(山东枣庄杜庙变保信)-S-V3.00-120528"""
85;1;D:\24.工程设计备份\F福建\2012年度\SZ120382-福建三明110kV宝亭智能变\121008服务记录\后台\121008福建三明110kV宝亭智能变监控系统设计更改单.xls;121008福建三明110kV宝亭智能变监控系统设计更改单.xls;D:\24.工程设计备份\F福建\2012年度\SZ120382-福建三明110kV宝亭智能变\121008服务记录\后台\;SZ120382;;2016/11/28 11:17;1;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:19;2017/8/29 6:19;XLS;28;原版本号 新版本号 PRS-700U-标准X-S-V3.00-120929
88;1;D:\24.工程设计备份\F福建\2012年度\SZ120389-福建泉州35kV苏坑变\00设计软件\后台\121017福建泉州35kV苏坑变监控系统设计更改单.xls;121017福建泉州35kV苏坑变监控系统设计更改单.xls;D:\24.工程设计备份\F福建\2012年度\SZ120389-福建泉州35kV苏坑变\00设计软件\后台\;SZ120389;;2016/11/28 11:17;1;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:20;2017/8/29 6:20;XLS;27;原版本号 新版本号 PRS-700U-标准X-S-V3.00-120929
84;1;D:\24.工程设计备份\F福建\2012年度\SZ120392福建宁德35kV坑底变\130621服务记录\后台\130621福建宁德35kV坑底变通讯后台设计更改单.xls;130621福建宁德35kV坑底变通讯后台设计更改单.xls;D:\24.工程设计备份\F福建\2012年度\SZ120392福建宁德35kV坑底变\130621服务记录\后台\;SZ120392;;2016/11/28 11:17;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:31;2017/8/29 6:31;XLS;20;原版本号 PRS-7000-标准X-S-V1.0-130508 新版本号 PRS-7000-标准X-S-V1.0-130620
538;1;D:\24.工程设计备份\S四川\2012年度\SZ120476-四川成都110kV洛带变\00设计软件\后台\121210四川成都110kV洛带变后台设计更改单.xls;121210四川成都110kV洛带变后台设计更改单.xls;D:\24.工程设计备份\S四川\2012年度\SZ120476-四川成都110kV洛带变\00设计软件\后台\;SZ120476;;2016/11/28 18:07;1;112 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:47;2017/8/28 22:47;XLS;27;原版本号 新版本号 PRS-7000-标准X-S-V1.00-121208
540;1;D:\24.工程设计备份\S四川\2012年度\SZ120477-四川眉山110kV铝城智能变\00设计软件\后台\121120四川眉山110kV铝城智能变监控系统设计更改单.xls;121120四川眉山110kV铝城智能变监控系统设计更改单.xls;D:\24.工程设计备份\S四川\2012年度\SZ120477-四川眉山110kV铝城智能变\00设计软件\后台\;SZ120477;;2016/11/28 18:07;1;112 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:48;2017/8/28 22:48;XLS;31;原版本号 新版本号 PRS-7000-标准X-S-V1.00-121113
89;1;D:\24.工程设计备份\F福建\2012年度\SZ120520福建南平220kV鼎盛变\131105服务记录\后台\131216福建南平220kV鼎盛智能变工程设计更改单.xls;131216福建南平220kV鼎盛智能变工程设计更改单.xls;D:\24.工程设计备份\F福建\2012年度\SZ120520福建南平220kV鼎盛变\131105服务记录\后台\;SZ120520;;2016/11/28 11:17;2;33 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:30;2017/8/29 6:30;XLS;43;原版本号 PRS-7000-标准X-S-V1.0-130527 新版本号 PRS-7000-标准X-S10-S-V1.10-131107
90;1;D:\24.工程设计备份\F福建\2012年度\SZ120520福建南平220kV鼎盛变\00设计软件\后台\121130福建南平220kV鼎盛(光泽)变监控系统设计更改单.xls;121130福建南平220kV鼎盛(光泽)变监控系统设计更改单.xls;D:\24.工程设计备份\F福建\2012年度\SZ120520福建南平220kV鼎盛变\00设计软件\后台\;SZ120520;;2016/11/28 11:17;1;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:30;2017/8/29 6:30;XLS;30;"后台：PRS-7000-标准X-S-V1.00-121128"""
91;1;D:\24.工程设计备份\F福建\2012年度\SZ120521福建南平220kV坊上变\00设计软件\后台\121114福建南平220kV坊上变监控系统设计更改单.xls;121114福建南平220kV坊上变监控系统设计更改单.xls;D:\24.工程设计备份\F福建\2012年度\SZ120521福建南平220kV坊上变\00设计软件\后台\;SZ120521;;2016/11/28 11:17;1;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:30;2017/8/29 6:30;XLS;32;"原版本号 新版本号 ""后台：PRS-7000-标准X-S-V1.00-121113"
539;1;D:\24.工程设计备份\S四川\2012年度\SZ120601四川眉山110kV象耳智能变\130719服务记录\后台\130719四川眉山110kV象耳智能变通讯后台设计更改单.xls;130719四川眉山110kV象耳智能变通讯后台设计更改单.xls;D:\24.工程设计备份\S四川\2012年度\SZ120601四川眉山110kV象耳智能变\130719服务记录\后台\;SZ120601;;2016/11/28 18:07;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:54;2017/8/28 22:54;XLS;25;原版本号 PRS-7000-标准X-S-V1.00-121113 新版本号 PRS-7000-标准X(Solaris 10)-S-V1.1-130719
541;1;D:\24.工程设计备份\S四川\2012年度\SZ120601四川眉山110kV象耳智能变\00设计软件\后台\121115四川眉山110kV象耳智能变监控系统设计更改单.xls;121115四川眉山110kV象耳智能变监控系统设计更改单.xls;D:\24.工程设计备份\S四川\2012年度\SZ120601四川眉山110kV象耳智能变\00设计软件\后台\;SZ120601;;2016/11/28 18:07;1;112 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:55;2017/8/28 22:55;XLS;31;原版本号 新版本号 PRS-7000-标准X-S-V1.00-121113
721;1;D:\24.工程设计备份\S山西\2012年度\SZ120647山西太原220kV马峪变220kV智能变\130227服务记录\后台\130227山西太原220kV马峪变通讯后台设计更改单.xls;130227山西太原220kV马峪变通讯后台设计更改单.xls;D:\24.工程设计备份\S山西\2012年度\SZ120647山西太原220kV马峪变220kV智能变\130227服务记录\后台\;SZ120647;;2016/11/28 16:41;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:56;2017/8/28 21:56;XLS;21;原版本号 PRS-7000-标准X-S-V1.0-120926 新版本号 PRS-7000-标准X-S-V1.0-130130
722;1;D:\24.工程设计备份\S山西\2012年度\SZ120647山西太原220kV马峪变220kV智能变\00设计软件\后台\121107山西太原220kV马峪智能站监控系统设计更改单.xls;121107山西太原220kV马峪智能站监控系统设计更改单.xls;D:\24.工程设计备份\S山西\2012年度\SZ120647山西太原220kV马峪变220kV智能变\00设计软件\后台\;SZ120647;;2016/11/28 16:41;1;113 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:54;2017/8/28 21:54;XLS;33;"原版本号 新版本号 ""后台：PRS-7000-标准X-S-V1.0-120926"
723;1;D:\24.工程设计备份\S山西\2012年度\SZ120648山西晋中220kV天湖智能变220kV监控系统\00设计软件\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S山西\2012年度\SZ120648山西晋中220kV天湖智能变220kV监控系统\00设计软件\后台\;SZ120648;;2016/11/28 16:41;1;116 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:05;2017/8/28 22:05;XLS;33;"原版本号 新版本号 ""后台：PRS-7000-标准X-S-V1.0-120926"
724;1;D:\24.工程设计备份\S山西\2012年度\SZ120649山西运城220kV绛县长杆安峪智能变\130830服务记录\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S山西\2012年度\SZ120649山西运城220kV绛县长杆安峪智能变\130830服务记录\通讯\;SZ120649;;2016/11/28 16:41;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:52;2017/8/28 21:52;XLS;27;"PRS-7000-标准X-S-V1.0-120926"" 新版本号 ""PRS-791D-标准R1(安峪变P2)-M-V3.51-130830"
725;2;D:\24.工程设计备份\S山西\2012年度\SZ120649山西运城220kV绛县长杆安峪智能变\130830服务记录\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\S山西\2012年度\SZ120649山西运城220kV绛县长杆安峪智能变\130830服务记录\通讯\;SZ120649;;2016/11/28 16:41;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:52;2017/8/28 21:52;XLS;29;"PRS-7000-ANYU-S-V1"""
730;1;D:\24.工程设计备份\S山西\2012年度\SZ120649山西运城220kV绛县长杆安峪智能变\00设计软件\后台\121108山西运城220kV绛县长杆(安峪)智能变监控系统设计更改单.xls;121108山西运城220kV绛县长杆(安峪)智能变监控系统设计更改单.xls;D:\24.工程设计备份\S山西\2012年度\SZ120649山西运城220kV绛县长杆安峪智能变\00设计软件\后台\;SZ120649;;2016/11/28 16:41;1;113 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:51;2017/8/28 21:51;XLS;32;"原版本号 新版本号 ""后台：PRS-7000-标准X-S-V1.0-120926"
727;1;D:\24.工程设计备份\S山西\2012年度\SZ120650山西临汾220kV翼城南变220kV监控系统\140320服务记录\通讯\设计更改单明细.xls;设计更改单明细.xls;D:\24.工程设计备份\S山西\2012年度\SZ120650山西临汾220kV翼城南变220kV监控系统\140320服务记录\通讯\;SZ120650;;2016/11/28 16:41;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:00;2017/8/28 22:00;XLS;14;升级现场8台服务器后台监控软件版本为PRS-7000-标准X（翼城南P1）-S-S10-S-V1.10-140506，需升级P1~P4柜浪潮英信NF8560M2后台软件。
728;2;D:\24.工程设计备份\S山西\2012年度\SZ120650山西临汾220kV翼城南变220kV监控系统\140320服务记录\通讯\设计更改单明细.xls;设计更改单明细.xls;D:\24.工程设计备份\S山西\2012年度\SZ120650山西临汾220kV翼城南变220kV监控系统\140320服务记录\通讯\;SZ120650;;2016/11/28 16:41;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:00;2017/8/28 22:00;XLS;33;"PRS-7000-标准X-S-V1.0-130624"" 新版本号 ""PRS-791D-标准R1（翼城南变P2）-M-V3.51-140320"
729;3;D:\24.工程设计备份\S山西\2012年度\SZ120650山西临汾220kV翼城南变220kV监控系统\140320服务记录\通讯\设计更改单明细.xls;设计更改单明细.xls;D:\24.工程设计备份\S山西\2012年度\SZ120650山西临汾220kV翼城南变220kV监控系统\140320服务记录\通讯\;SZ120650;;2016/11/28 16:41;3;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:00;2017/8/28 22:00;XLS;35;"PRS-7000-标准X（翼城南P1）-S-S10-V11-140506"""
282;1;D:\24.工程设计备份\H河南\2012年度\SZ120673河南安阳110kV文昌变\软件设计\后台\120829河南安阳110kV文昌变监控系统设计更改单.xls;120829河南安阳110kV文昌变监控系统设计更改单.xls;D:\24.工程设计备份\H河南\2012年度\SZ120673河南安阳110kV文昌变\软件设计\后台\;SZ120673;;2016/11/28 11:55;1;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:52;2017/8/29 3:52;XLS;28;"后台：PRS-700U-标准X-S-V3.00-120809"""
777;1;D:\24.工程设计备份\T天津\2012年度\SZ120692天津220kV千米桥变220kV监控系统\00设计软件\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\T天津\2012年度\SZ120692天津220kV千米桥变220kV监控系统\00设计软件\;SZ120692;;2016/11/29 9:03;1;37 KB;Microsoft Excel 97-2003 工作表;2017/8/28 21:31;2017/8/28 21:31;XLS;26;"PRS-7000-标准X-S-V1.0-130311"""
590;1;D:\24.工程设计备份\S山东\2012年度\SZ120712山东青岛110kV平度沙湾变\130627服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\S山东\2012年度\SZ120712山东青岛110kV平度沙湾变\130627服务记录\通讯\;SZ120712;;2016/11/28 15:49;1;20 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:22;2017/8/29 2:22;XLS;25;"PRS-7000-标准X-S-V1.0-130624"""
